CSFII 1994-96 Food Code	Food Description in 1994-96 CSFII	GI Value	Value used in DHQ database
67309000	"Bananas and pineapple, baby food, NS as to strained or junior"		
67309010	"Bananas and pineapple, baby food, strained"		
67309020	"Bananas and pineapple, baby food, junior"		
67404000	"Fruit dessert, baby food, NS as to strained or junior"		
67404010	"Fruit dessert, baby food, strained"		
67404020	"Fruit dessert, baby food, junior"		
67404050	"Fruit Supreme dessert, baby food"		
67404070	"Apple yogurt dessert, baby food, strained"		
67404110	"Banana apple dessert, baby food, strained"		
67404200	"Banana pineapple dessert, baby food"		
67404300	"Blueberry yogurt dessert, baby food, strained"		
67404500	"Mixed fruit yogurt dessert, baby food, strained"		
67404550	"Cherry cobbler, baby food, junior"		
67405000	"Peach cobbler, baby food, NS as to strained or junior"		
67405010	"Peach cobbler, baby food, strained"		
67405020	"Peach cobbler, baby food, junior"		
67408010	"Banana pudding, baby food, strained"		
67408500	"Banana yogurt dessert, baby food, strained"		
67410000	"Cherry vanilla pudding, baby food, strained"		
67412000	"Dutch apple dessert, baby food, NS as to strained or junior"		
67412010	"Dutch apple dessert, baby food, strained"		
67412020	"Dutch apple dessert, baby food, junior"		
67413700	"Peach yogurt dessert, baby food, strained"		
67414000	"Pineapple dessert, baby food, NS as to strained or junior"		
67414010	"Pineapple dessert, baby food, strained"		
67414020	"Pineapple dessert, baby food, junior"		
67414100	"Mango dessert, baby food"		
67415000	"Tutti-fruitti pudding, baby food, NS as to strained or junior"		
67415010	"Tutti-fruitti pudding, baby food, strained"		
67415020	"Tutti-fruitti pudding, baby food, junior"		
67501000	"Apples and chicken, baby food, strained"		
67501100	"Apples with ham, baby food, strained"		
67501200	"Apples and turkey, baby food, strained"		
67600100	"Apples and sweetpotatoes, baby food, strained"		
71000100	"White potato, NFS"	66.2	X
71001000	"White potato, raw, with or without peel (assume peel not eaten)"		
71050000	"White potato, dry, powdered, not reconstituted"		
71101000	"White potato, baked, peel not eaten"	72.5	X
71101100	"White potato, baked, peel eaten, NS as to fat added in cooking"	72.5	
71101110	"White potato, baked, peel eaten, fat not added in cooking"	72.5	X
71101120	"White potato, baked, peel eaten, fat added in cooking"	72.5	
71101150	"White potato skins, with adhering flesh, baked"	72.5	X
71103000	"White potato, boiled, without peel, NS as to fat added in cooking"	66.2	
71103010	"White potato, boiled, without peel, fat not added in cooking"	66.2	X
71103020	"White potato, boiled, without peel, fat added in cooking"	66.2	
71103100	"White potato, boiled, with peel, NS as to fat added in cooking"	47.7	
71103110	"White potato, boiled, with peel, fat not added in cooking"	66.2	X
71103120	"White potato, boiled, with peel, fat added in cooking"	47.7	
71103200	"White potato, boiled, without peel, canned, low sodium, NS as to fat added in cooking"		
71103210	"White potato, boiled, without peel, canned, low sodium, fat not added in cooking"	63	X
71103220	"White potato, boiled, without peel, canned, low sodium, fat added in cooking"		
71104000	"White potato, roasted, NS as to fat added in cooking"	72.5	
71104010	"White potato, roasted, fat not added in cooking"	72.5	X
71104020	"White potato, roasted, fat added in cooking"	72.5	
71106000	"Stewed potatoes, Puerto Rican style (Papas guisadas)"		
71106010	"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately"		
71106020	"Potato from Puerto Rican style stuffed pot roast, with gravy"		
71106050	"Potato from Puerto Rican beef stew, with gravy"		
71106070	"Potato from Puerto Rican chicken fricassee, with sauce"		
71201010	"White potato, chips"	54	X
71201050	"White potato, chips, reduced fat"	54	X
71201080	"White potato, chips, fat free"	54	X
71201090	"White potato chips, fat free, made with Olean"		
71201100	"White potato, chips, restructured"	54	X
71201200	"White potato, chips, restructured, reduced fat and reduced sodium"	54	X
71201210	"White potato, chips, restructured, fat free, made with Olean"		
71201250	"White potato, chips, restructured, baked"	54	X
71201300	"Potato based snacks, reduced fat, low sodium, all flavors"		
71202000	"White potato, chips, unsalted"	54	X
71202100	"White potato, chips, unsalted, reduced fat"	54	X
71204000	"Potato puffs, cheese-filled"		
71205000	"White potato, sticks"	54	X
71211000	"White potato skins, chips"	54	X
71301000	"White potato, cooked, with sauce, NS as to sauce"	67.3	
71301020	"White potato, cooked, with cheese"	69.3	
71305010	"White potato, scalloped"	68.6	
71305110	"White potato, scalloped, with ham"	68.6	
71401000	"White potato, french fries, NS as to from fresh or frozen"	75	X
71401010	"White potato, french fries, from fresh, deep fried"	75	X
71401020	"White potato, french fries, from frozen, oven baked"	75	X
71401030	"White potato, french fries, from frozen, deep fried"	75	X
71402040	"White potato, french fries, breaded or battered"	75	X
71403000	"White potato, home fries"	75	X
71403500	"White potato, home fries, with green or red peppers and onions"	75	
71405000	"White potato, hash brown, NS as to from fresh, frozen, or dry mix"	75	X
71405010	"White potato, hash brown, from fresh"	75	X
71405020	"White potato, hash brown, from frozen"	75	X
71405030	"White potato, hash brown, from dry mix"	75	X
71405100	"White potato, hash brown, with cheese"	75	X
71410000	"White potato skins, with adhering flesh, fried"	Null	X
71410500	"White potato skins, with adhering flesh, fried, with cheese"	Null	X
71411000	"White potato skins, with adhering flesh, fried, with cheese and bacon"	Null	X
71501000	"White potato, mashed, NFS"	79.3	
71501010	"White potato, from fresh, mashed, made with milk"	79.3	X
71501020	"White potato, from fresh, mashed, made with milk and fat"	79.3	
71501030	"White potato, from fresh, mashed, made with fat"	79.3	
71501040	"White potato, from dry, mashed, made with milk and fat"	85	
71501050	"White potato, from fresh, mashed, made with milk, fat and cheese"	79.3	
71501060	"White potato, from dry, mashed, made with milk, fat and egg"	85	
71501070	"White potato, from dry, mashed, made with milk, fat, egg and cheese"		
71501080	"White potato, from fresh, mashed, not made with milk or fat"	79.3	X
71501090	"White potato, from dry, mashed, made with milk, no fat"	85	X
71501200	"White potato, from complete dry mix, mashed, made with water"	85	X
71501300	"White potato, from dry, mashed, NS as to milk or fat"	85	
71501310	"White potato, from fresh, mashed, NS as to milk or fat"	79.3	
71503010	"White potato, patty"	Null	X
71505000	"White potato, puffs"	Null	X
71507000	"White potato, stuffed, baked, peel not eaten, NS as to topping"	69.5	
71507010	"White potato, stuffed, baked, peel not eaten, stuffed with sour cream"	68.7	
71507020	"White potato, stuffed, baked, peel not eaten, stuffed with cheese"	69.2	
71507030	"White potato, stuffed, baked, peel not eaten, stuffed with chili"	66.8	
71507040	"White potato, stuffed, baked, peel not eaten, stuffed with broccoli and cheese sauce"	69.2	
71507050	"White potato, stuffed, baked, peel not eaten, stuffed with meat in cream sauce"		
71507100	"White potato, stuffed, baked, peel not eaten, stuffed with chicken, broccoli and cheese sauce"	69.2	
71508000	"White potato, stuffed, baked, peel eaten, NS as to topping"	69.7	
71508010	"White potato, stuffed, baked, peel eaten, stuffed with sour cream"	69.7	
71508020	"White potato, stuffed, baked, peel eaten, stuffed with cheese"	70.1	
71508030	"White potato, stuffed, baked, peel eaten, stuffed with chili"		
71508040	"White potato, stuffed, baked, peel eaten, stuffed with broccoli and cheese sauce"	70.1	
71508050	"White potato, stuffed, baked, peel eaten, stuffed with meat in cream sauce"	68.8	
71508060	"White potato, stuffed, baked, peel eaten, stuffed with bacon and cheese"		
71508070	"White potato, stuffed, baked, peel not eaten, stuffed with bacon and cheese"	69.2	
71508100	"White potato, stuffed, baked, peel eaten, stuffed with chicken, broccoli and cheese sauce"		
71508120	"White potato, stuffed with ham, broccoli and cheese sauce, baked, peel eaten"		
71601010	Potato salad with egg	65.8	X
71602010	"Potato salad, German style"	68.2	X
71603010	Potato salad	65.9	X
71701000	Potato pancake	Null	X
71701500	"Norwegian Lefse, potato and flour pancake"	Null	X
71702000	Potato pudding		
71703000	"Stewed potatoes, Mexican style (Papas guisadas)"		
71703040	"Stewed potatoes with tomatoes, Mexican style (Papas guisadas con tomate)"		
71704000	Stewed potatoes with tomatoes	65.4	
71801000	"Potato soup, NS as to made with milk or water"	49.5	X
71801010	"Potato soup, cream of, prepared with milk"	49.5	X
71801020	"Potato soup, prepared with water"	49.5	X
71801040	"Potato soup, instant, made from dry mix"	Null	X
71801100	Potato and cheese soup	53.9	X
71802010	Macaroni and potato soup	62.5	X
71803010	Potato chowder	53.3	X
71805010	Vichyssoise soup	49.5	X
71851010	"Plantain soup, Puerto Rican style (Sopa de platano)"	Null	X
71900100	"Plantain, boiled, NS as to green or ripe"	39	X
71900200	"Plantain, fried, NS as to green or ripe"	39	X
71901010	"Green plantains, boiled"	39	X
71901110	"Fried green plantain, Puerto Rican style (Tostones)"	39	X
71905000	"Ripe plantain, raw"	Null	X
71905010	"Ripe plantain, boiled"		
71905110	"Fried ripe plantain, Puerto Rican style (Platano maduro frito)"	Null	X
71905120	"Plantain, ripe, rolled in flour, fried"	Null	X
71905210	"Candied ripe plantain, Puerto Rican style (Platano en almibar)"		
71905410	Plantain chips		
71910110	"Green banana, cooked (in salt water)"	38	X
71910210	"Green banana, fried"	30	X
71910310	"Pickled green bananas, Puerto Rican style (Guineos verdes en escabeche)"		
71930090	"Cassava (yuca blanca), cooked, NS as to fat added in cooking"	46	X
71930100	"Cassava (yuca blanca), cooked, fat not added in cooking"	46	X
71930120	"Cassava (yuca blanca), cooked, fat added in cooking"	Null	X
71930200	"Casabe, cassava bread"	56	X
71931010	"Cassava with creole sauce, Puerto Rican style (Yuca al mojo)"		
71941110	"Sweetpotatoes, Puerto Rican, fried"		
71941120	"Sweetpotatoes, Puerto Rican, boiled"		
71941130	"Sweetpotatoes, Puerto Rican, roasted or baked"		
71945010	"Yam, Puerto Rican (Name), cooked"	37	X
71945020	"Yam buns, Puerto Rican style (Bunuelos de name)"		
71950010	"Tannier, cooked"	32	X
71961010	"Celeriac, cooked"		
71962010	"Dasheen, boiled"	32	X
71962020	"Dasheen, fried"		
71962040	"Taro, baked"	55	X
71970110	"Starchy vegetables, Puerto Rican style, NFS (viandas)"		
71970120	"Starchy vegetables, Puerto Rican style, including green or ripe plantains, tannier, yam, white sweetpotato (viandas)"		
71970130	"Starchy vegetables, Puerto Rican style, including yam, white sweetpotato, tannier, no plantain (viandas)"		
71980100	Poi		
71980200	Taro chips		
72101100	"Beet greens, raw"	32	X
72101200	"Beet greens, cooked, NS as to fat added in cooking"	32	
72101210	"Beet greens, cooked, fat not added in cooking"		
72101220	"Beet greens, cooked, fat added in cooking"		
72104100	"Chard, raw"		
72104200	"Chard, cooked, NS as to fat added in cooking"	32	
72104210	"Chard, cooked, fat not added in cooking"	32	X
72104220	"Chard, cooked, fat added in cooking"	32	
72107100	"Collards, raw"		
72107200	"Collards, cooked, NS as to form, NS as to fat added in cooking"	32	
72107201	"Collards, cooked, from fresh, NS as to fat added in cooking"	32	
72107202	"Collards, cooked, from frozen, NS as to fat added in cooking"		
72107203	"Collards, cooked, from canned, NS as to fat added in cooking"		
72107210	"Collards, cooked, NS as to form, fat not added in cooking"		
72107211	"Collards, cooked, from fresh, fat not added in cooking"	32	X
72107212	"Collards, cooked, from frozen, fat not added in cooking"	32	X
72107213	"Collards, cooked, from canned, fat not added in cooking"	32	X
72107220	"Collards, cooked, NS as to form, fat added in cooking"	32	
72107221	"Collards, cooked, from fresh, fat added in cooking"	32	
72107222	"Collards, cooked, from frozen, fat added in cooking"	32	
72107223	"Collards, cooked, from canned, fat added in cooking"	32	
72110100	"Cress, raw"		
72110200	"Cress, cooked, NS as to form, NS as to fat added in cooking"		
72110201	"Cress, cooked, from fresh, NS as to fat added in cooking"		
72110203	"Cress, cooked, from canned, NS as to fat added in cooking"		
72110210	"Cress, cooked, NS as to form, fat not added in cooking"		
72110211	"Cress, cooked, from fresh, fat not added in cooking"		
72110213	"Cress, cooked, from canned, fat not added in cooking"		
72110220	"Cress, cooked, NS as to form, fat added in cooking"		
72110221	"Cress, cooked, from fresh, fat added in cooking"		
72110223	"Cress, cooked, from canned, fat added in cooking"		
72113100	"Dandelion greens, raw"	32	X
72113200	"Dandelion greens, cooked, NS as to fat added in cooking"		
72113210	"Dandelion greens, cooked, fat not added in cooking"	32	X
72113220	"Dandelion greens, cooked, fat added in cooking"	32	
72116000	"Endive, chicory, escarole, or romaine lettuce, raw"	32	X
72116140	Caesar salad (with romaine)		
72116200	"Escarole, cooked, NS as to fat added in cooking"		
72116210	"Escarole, cooked, fat not added in cooking"	32	X
72116220	"Escarole, cooked, fat added in cooking"	32	
72116230	"Escarole, creamed"		
72118200	"Greens, cooked, NS as to form, NS as to fat added in cooking"	32	
72118201	"Greens, cooked, from fresh, NS as to fat added in cooking"		
72118202	"Greens, cooked, from frozen, NS as to fat added in cooking"		
72118203	"Greens, cooked, from canned, NS as to fat added in cooking"		
72118210	"Greens, cooked, NS as to form, fat not added in cooking"		
72118211	"Greens, cooked, from fresh, fat not added in cooking"	32	X
72118212	"Greens, cooked, from frozen, fat not added in cooking"		
72118213	"Greens, cooked, from canned, fat not added in cooking"	32	X
72118220	"Greens, cooked, NS as to form, fat added in cooking"	32	
72118221	"Greens, cooked, from fresh, fat added in cooking"	32	
72118222	"Greens, cooked, from frozen, fat added in cooking"		
72118223	"Greens, cooked, from canned, fat added in cooking"		
72119200	"Kale, cooked, NS as to form, NS as to fat added in cooking"	32	
72119201	"Kale, cooked, from fresh, NS as to fat added in cooking"		
72119202	"Kale, cooked, from frozen, NS as to fat added in cooking"		
72119203	"Kale, cooked, from canned, NS as to fat added in cooking"	32	
72119210	"Kale, cooked, NS as to form, fat not added in cooking"		
72119211	"Kale, cooked, from fresh, fat not added in cooking"	32	X
72119212	"Kale, cooked, from frozen, fat not added in cooking"		
72119213	"Kale, cooked, from canned, fat not added in cooking"		
72119220	"Kale, cooked, NS as to form, fat added in cooking"		
72119221	"Kale, cooked, from fresh, fat added in cooking"	32	
72119222	"Kale, cooked, from frozen, fat added in cooking"		
72119223	"Kale, cooked, from canned, fat added in cooking"		
72120200	"Lambsquarter, cooked, NS as to fat added in cooking"		
72120210	"Lambsquarter, cooked, fat not added in cooking"		
72120220	"Lambsquarter, cooked, fat added in cooking"		
72121210	"Mustard cabbage, cooked, fat not added in cooking"		
72122100	"Mustard greens, raw"		
72122200	"Mustard greens, cooked, NS as to form, NS as to fat added in cooking"		
72122201	"Mustard greens, cooked, from fresh, NS as to fat added in cooking"	32	
72122202	"Mustard greens, cooked, from frozen, NS as to fat added in cooking"	32	
72122203	"Mustard greens, cooked, from canned, NS as to fat added in cooking"		
72122210	"Mustard greens, cooked, NS as to form, fat not added in cooking"	32	X
72122211	"Mustard greens, cooked, from fresh, fat not added in cooking"	32	X
72122212	"Mustard greens, cooked, from frozen, fat not added in cooking"	32	X
72122213	"Mustard greens, cooked, from canned, fat not added in cooking"	32	X
72122220	"Mustard greens, cooked, NS as to form, fat added in cooking"	32	
72122221	"Mustard greens, cooked, from fresh, fat added in cooking"	32	
72122222	"Mustard greens, cooked, from frozen, fat added in cooking"	32	
72122223	"Mustard greens, cooked, from canned, fat added in cooking"	32	
72123000	"Poke greens, cooked, NS as to fat added in cooking"	32	
72123010	"Poke greens, cooked, fat not added in cooking"		
72123020	"Poke greens, cooked, fat added in cooking"	32	
72124100	"Radicchio, raw"	32	X
72125100	"Spinach, raw"	32	X
72125200	"Spinach, cooked, NS as to form, NS as to fat added in cooking"	32	
72125201	"Spinach, cooked, from fresh, NS as to fat added in cooking"	32	
72125202	"Spinach, cooked, from frozen, NS as to fat added in cooking"	32	
72125203	"Spinach, cooked, from canned, NS as to fat added in cooking"	32	
72125210	"Spinach, cooked, NS as to form, fat not added in cooking"	32	X
72125211	"Spinach, cooked, from fresh, fat not added in cooking"	32	X
72125212	"Spinach, cooked, from frozen, fat not added in cooking"	32	X
72125213	"Spinach, cooked, from canned, fat not added in cooking"	32	X
72125220	"Spinach, cooked, NS as to form, fat added in cooking"	32	
72125221	"Spinach, cooked, from fresh, fat added in cooking"	32	
72125222	"Spinach, cooked, from frozen, fat added in cooking"	32	
72125223	"Spinach, cooked, from canned, fat added in cooking"	32	
72125230	"Spinach, NS as to form, creamed"	27.9	
72125231	"Spinach, from fresh, creamed"		
72125232	"Spinach, from frozen, creamed"		
72125233	"Spinach, from canned, creamed"		
72125240	Spinach souffle		
72125250	"Spinach, cooked, NS as to form, with cheese sauce"		
72125251	"Spinach, cooked, from fresh, with cheese sauce"		
72125252	"Spinach, cooked, from frozen, with cheese sauce"	28.8	
72125253	"Spinach, cooked, from canned, with cheese sauce"		
72125260	Spinach and cheese casserole		
72125500	"Spinach and chickpeas, fat added"		
72126000	"Taro leaves, cooked, fat not added in cooking"	32	X
72127000	"Thistle leaves, cooked, fat not added in cooking"		
72128200	"Turnip greens, cooked, NS as to form, NS as to fat added in cooking"	32	
72128201	"Turnip greens, cooked, from fresh, NS as to fat added in cooking"	32	
72128202	"Turnip greens, cooked, from frozen, NS as to fat added in cooking"		
72128203	"Turnip greens, cooked, from canned, NS as to fat added in cooking"	32	
72128210	"Turnip greens, cooked, NS as to form, fat not added in cooking"	32	X
72128211	"Turnip greens, cooked, from fresh, fat not added in cooking"	32	X
72128212	"Turnip greens, cooked, from frozen, fat not added in cooking"	32	X
72128213	"Turnip greens, cooked, from canned, fat not added in cooking"	32	X
72128220	"Turnip greens, cooked, NS as to form, fat added in cooking"	32	
72128221	"Turnip greens, cooked, from fresh, fat added in cooking"	32	
72128222	"Turnip greens, cooked, from frozen, fat added in cooking"	32	
72128223	"Turnip greens, cooked, from canned, fat added in cooking"	32	
72128400	"Turnip greens with roots, cooked, NS as to form, NS as to fat added in cooking"		
72128401	"Turnip greens with roots, cooked, from fresh, NS as to fat added in cooking"		
72128402	"Turnip greens with roots, cooked, from frozen, NS as to fat added in cooking"		
72128403	"Turnip greens with roots, cooked, from canned, NS as to fat added in cooking"		
72128410	"Turnip greens with roots, cooked, NS as to form, fat not added in cooking"		
72128411	"Turnip greens with roots, cooked, from fresh, fat not added in cooking"		
72128412	"Turnip greens with roots, cooked, from frozen, fat not added in cooking"	32	X
72128413	"Turnip greens with roots, cooked, from canned, fat not added in cooking"		
72128420	"Turnip greens with roots, cooked, NS as to form, fat added in cooking"		
72128421	"Turnip greens with roots, cooked, from fresh, fat added in cooking"	32	
72128422	"Turnip greens with roots, cooked, from frozen, fat added in cooking"		
72128423	"Turnip greens with roots, cooked, from canned, fat added in cooking"		
72128500	"Turnip greens, canned, low sodium, cooked, NS as to fat added in cooking"		
72128510	"Turnip greens, canned, low sodium, cooked, fat not added in cooking"		
72128520	"Turnip greens, canned, low sodium, cooked, fat added in cooking"		
72130100	"Watercress, raw"	32	X
72130200	"Watercress, cooked, fat not added in cooking"		
72132200	"Bitter melon leaves, horseradish leaves, jute leaves, or radish leaves, cooked, fat not added in cooking"		
72133200	"Sweetpotato leaves, squash leaves, pumpkin leaves, chrysanthemum leaves, bean leaves, or swamp cabbage, cooked, fat not added in cooking"	32	X
72201100	"Broccoli, raw"	32	X
72201200	"Broccoli, cooked, NS as to form, NS as to fat added in cooking"	32	
72201201	"Broccoli, cooked, from fresh, NS as to fat added in cooking"	32	
72201202	"Broccoli, cooked, from frozen, NS as to fat added in cooking"	32	
72201210	"Broccoli, cooked, NS as to form, fat not added in cooking"	32	X
72201211	"Broccoli, cooked, from fresh, fat not added in cooking"	32	X
72201212	"Broccoli, cooked, from frozen, fat not added in cooking"	32	X
72201220	"Broccoli, cooked, NS as to form, fat added in cooking"	32	
72201221	"Broccoli, cooked, from fresh, fat added in cooking"	32	
72201222	"Broccoli, cooked, from frozen, fat added in cooking"	32	
72201230	"Broccoli, cooked, NS as to form, with cheese sauce"	28.8	
72201231	"Broccoli, cooked, from fresh, with cheese sauce"	28.8	
72201232	"Broccoli, cooked, from frozen, with cheese sauce"	29.1	
72201240	"Broccoli, cooked, NS as to form, with mushroom sauce"		
72201241	"Broccoli, cooked, from fresh, with mushroom sauce"		
72201242	"Broccoli, cooked, from frozen, with mushroom sauce"		
72201250	"Broccoli, cooked, NS as to form, with cream sauce"	28.4	
72201251	"Broccoli, cooked, from fresh, with cream sauce"	28.2	
72201252	"Broccoli, cooked, from frozen, with cream sauce"	28.4	
72202010	"Broccoli casserole (broccoli, noodles, and cream sauce)"		
72202020	"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)"	Null	
72202030	"Broccoli, batter-dipped and fried"		
72302000	Broccoli soup	27	X
72302100	"Broccoli cheese soup, prepared with milk"	27	X
72305000	Escarole soup	Null	X
72306000	Watercress broth with shrimp		
72307000	Spinach soup	Null	X
72308000	"Dark-green leafy vegetable soup with meat, Oriental style"	38	X
72308500	"Dark-green leafy vegetable soup, meatless, Oriental style"	38	X
73101010	"Carrots, raw"	16	X
73101110	"Carrots, raw, salad"		
73101210	"Carrots, raw, salad with apples"		
73102200	"Carrots, cooked, NS as to form, NS as to fat added in cooking"	47	
73102201	"Carrots, cooked, from fresh, NS as to fat added in cooking"	47	
73102202	"Carrots, cooked, from frozen, NS as to fat added in cooking"	47	
73102203	"Carrots, cooked, from canned, NS as to fat added in cooking"	47	
73102210	"Carrots, cooked, NS as to form, fat not added in cooking"	47	X
73102211	"Carrots, cooked, from fresh, fat not added in cooking"	47	X
73102212	"Carrots, cooked, from frozen, fat not added in cooking"	47	X
73102213	"Carrots, cooked, from canned, fat not added in cooking"	47	X
73102220	"Carrots, cooked, NS as to form, fat added in cooking"	47	
73102221	"Carrots, cooked, from fresh, fat added in cooking"	47	
73102222	"Carrots, cooked, from frozen, fat added in cooking"	47	
73102223	"Carrots, cooked, from canned, fat added in cooking"	47	
73102230	"Carrots, cooked, NS as to form, creamed"		
73102231	"Carrots, cooked, from fresh, creamed"	37	
73102232	"Carrots, cooked, from frozen, creamed"		
73102233	"Carrots, cooked, from canned, creamed"		
73102240	"Carrots, cooked, NS as to form, glazed"	59	
73102241	"Carrots, cooked, from fresh, glazed"	59	
73102242	"Carrots, cooked, from frozen, glazed"		
73102243	"Carrots, cooked, from canned, glazed"		
73102250	"Carrots, cooked, NS as to form, with cheese sauce"		
73102251	"Carrots, cooked, from fresh, with cheese sauce"		
73102252	"Carrots, cooked, from frozen, with cheese sauce"		
73102253	"Carrots, cooked, from canned, with cheese sauce"		
73103000	"Carrots, canned, low sodium, NS as to fat added in cooking"		
73103010	"Carrots, canned, low sodium, fat not added in cooking"	47	X
73103020	"Carrots, canned, low sodium, fat added in cooking"		
73105010	Carrot juice	Null	
73111030	"Peas and carrots, NS as to form, creamed"	37.3	
73111031	"Peas and carrots, from fresh, creamed"		
73111032	"Peas and carrots, from frozen, creamed"	37.3	
73111033	"Peas and carrots, from canned, creamed"		
73111200	"Peas and carrots, cooked, NS as to form, NS as to fat added in cooking"	47.5	
73111201	"Peas and carrots, cooked, from fresh, NS as to fat added in cooking"	47.5	
73111202	"Peas and carrots, cooked, from frozen, NS as to fat added in cooking"	47.5	
73111203	"Peas and carrots, cooked, from canned, NS as to fat added in cooking"	47.5	
73111210	"Peas and carrots, cooked, NS as to form, fat not added in cooking"	47.5	X
73111211	"Peas and carrots, cooked, from fresh, fat not added in cooking"	47.5	X
73111212	"Peas and carrots, cooked, from frozen, fat not added in cooking"	47.5	X
73111213	"Peas and carrots, cooked, from canned, fat not added in cooking"	47.5	X
73111220	"Peas and carrots, cooked, NS as to form, fat added in cooking"	47.5	
73111221	"Peas and carrots, cooked, from fresh, fat added in cooking"		
73111222	"Peas and carrots, cooked, from frozen, fat added in cooking"	47.5	
73111223	"Peas and carrots, cooked, from canned, fat added in cooking"	47.5	
73111250	"Peas and carrots, canned, low sodium, NS as to fat added in cooking"		
73111260	"Peas and carrots, canned, low sodium, fat added in cooking"		
73111270	"Peas and carrots, canned, low sodium, fat not added in cooking"	47.5	X
73111400	Carrots in tomato sauce		
73112000	"Carrot chips, dried"		
73201000	"Pumpkin, cooked, NS as to form, NS as to fat added in cooking"		
73201001	"Pumpkin, cooked, from fresh, NS as to fat added in cooking"		
73201002	"Pumpkin, cooked, from frozen, NS as to fat added in cooking"		
73201003	"Pumpkin, cooked, from canned, NS as to fat added in cooking"		
73201010	"Pumpkin, cooked, NS as to form, fat not added in cooking"	75	X
73201011	"Pumpkin, cooked, from fresh, fat not added in cooking"	75	X
73201012	"Pumpkin, cooked, from frozen, fat not added in cooking"		
73201013	"Pumpkin, cooked, from canned, fat not added in cooking"	75	X
73201020	"Pumpkin, cooked, NS as to form, fat added in cooking"		
73201021	"Pumpkin, cooked, from fresh, fat added in cooking"	75	X
73201022	"Pumpkin, cooked, from frozen, fat added in cooking"		
73201023	"Pumpkin, cooked, from canned, fat added in cooking"		
73210010	"Calabaza (Spanish pumpkin), cooked"	75	X
73210110	"Pumpkin fritters, Puerto Rican style"		
73211110	"Sweetpotato and pumpkin casserole, Puerto Rican style"		
73301000	"Squash, winter type, mashed, NS as to fat or sugar added in cooking"	75	X
73301010	"Squash, winter type, mashed, no fat or sugar added in cooking"	75	X
73301020	"Squash, winter type, mashed, fat added in cooking, no sugar added in cooking"	75	X
73301030	"Squash, winter type, mashed, fat and sugar added in cooking"	71.3	X
73302010	"Squash, winter type, raw"		
73303000	"Squash, winter type, baked, NS as to fat or sugar added in cooking"	71.3	X
73303010	"Squash, winter type, baked, no fat or sugar added in cooking"	75	X
73303020	"Squash, winter type, baked, fat added in cooking, no sugar added in cooking"	75	X
73303030	"Squash, winter type, baked, fat and sugar added in cooking"	71.3	X
73303040	"Squash, winter type, baked, no fat added in cooking, sugar added in cooking"	71.3	X
73304010	Squash fritter or cake		
73305010	"Squash, winter, baked with cheese"		
73305020	"Squash, winter, souffle"	72.1	
73401000	"Sweetpotato, NFS"	61	
73402000	"Sweetpotato, baked, peel eaten, NS as to fat added in cooking"	61	
73402010	"Sweetpotato, baked, peel eaten, fat not added in cooking"	61	X
73402020	"Sweetpotato, baked, peel eaten, fat added in cooking"		
73403000	"Sweetpotato, baked, peel not eaten, NS as to fat added in cooking"	61	
73403010	"Sweetpotato, baked, peel not eaten, fat not added in cooking"	61	X
73403020	"Sweetpotato, baked, peel not eaten, fat added in cooking"	61	
73405000	"Sweetpotato, boiled, without peel, NS as to fat added in cooking"	61	
73405010	"Sweetpotato, boiled, without peel, fat not added in cooking"	61	X
73405020	"Sweetpotato, boiled, without peel, fat added in cooking"	61	
73405100	"Sweetpotato, boiled, with peel, NS as to fat added in cooking"		
73405110	"Sweetpotato, boiled, with peel, fat not added in cooking"	61	X
73405120	"Sweetpotato, boiled, with peel, fat added in cooking"	61	
73406000	"Sweetpotato, candied"	63.1	
73406010	Sweetpotato with fruit	53.2	X
73407000	"Sweetpotato, canned, NS as to syrup"	61	X
73407010	"Sweetpotato, canned without syrup"	61	X
73407020	"Sweetpotato, canned in syrup"	61	X
73407030	"Sweetpotato, canned in syrup, with fat added in cooking"	61	
73409000	"Sweetpotato, casserole or mashed"	61	
73409010	"Sweetpotato, casserole or mashed, from dried flakes"		
73410110	"Sweetpotato, fried"	61	
73421000	"Sweetpotato, yellow, Puerto Rican, cooked"		
73501000	"Carrot soup, cream of, prepared with milk"	37	X
73501010	"Carrot with rice soup, cream of, prepared with milk"		
74101000	"Tomatoes, raw"	38	X
74102000	"Tomatoes, green, raw"	38	X
74201000	"Tomatoes, cooked, NS as to form, NS as to method"	38	
74201001	"Tomatoes, cooked, from fresh, NS as to method"	38	
74201003	"Tomatoes, cooked, from canned, NS as to method"	38	
74202010	"Tomatoes, NS as to form, broiled"	38	
74202011	"Tomatoes, from fresh, broiled"	38	
74202050	"Tomatoes, red, NS as to form, fried"	38	
74202051	"Tomatoes, red, from fresh, fried"		
74203010	"Tomatoes, NS as to form, scalloped"	38	
74203011	"Tomatoes, from fresh, scalloped"		
74204010	"Tomatoes, NS as to form, stewed"	38	
74204011	"Tomatoes, from fresh, stewed"	38	
74204013	"Tomatoes, from canned, stewed"	38	
74204500	"Tomatoes, canned, low sodium"	38	
74205010	"Tomatoes, green, cooked, NS as to form"	38	
74205011	"Tomatoes, green, cooked, from fresh"	38	
74205020	"Tomato, green, pickled"	32	X
